assay,rep,monosome_fitness,monosome_rate,revert_rate,n_gen,pop_id
a1156,7,0.007071067776566521,4.641588833612773e-06,0.001,23,p41623
a1156,8,0.007071067776566521,4.641588833612773e-06,0.001,23,p41624
a1156,9,0.007071067776566521,4.641588833612773e-06,0.001,23,p41625
a1156,10,0.007071067776566521,4.641588833612773e-06,0.001,23,p41626
a1156,11,0.007071067776566521,4.641588833612773e-06,0.001,23,p41627
a1156,12,0.007071067776566521,4.641588833612773e-06,0.001,23,p41628
a1156,13,0.007071067776566521,4.641588833612773e-06,0.001,23,p41629
a1156,14,0.007071067776566521,4.641588833612773e-06,0.001,23,p41630
a1156,15,0.007071067776566521,4.641588833612773e-06,0.001,23,p41631
a1156,16,0.007071067776566521,4.641588833612773e-06,0.001,23,p41632
a1156,17,0.007071067776566521,4.641588833612773e-06,0.001,23,p41633
a1156,18,0.007071067776566521,4.641588833612773e-06,0.001,23,p41634
a1156,19,0.007071067776566521,4.641588833612773e-06,0.001,23,p41635
a1156,20,0.007071067776566521,4.641588833612773e-06,0.001,23,p41636
a1156,21,0.007071067776566521,4.641588833612773e-06,0.001,23,p41637
a1156,22,0.007071067776566521,4.641588833612773e-06,0.001,23,p41638
a1156,23,0.007071067776566521,4.641588833612773e-06,0.001,23,p41639
a1156,24,0.007071067776566521,4.641588833612773e-06,0.001,23,p41640
a1156,25,0.007071067776566521,4.641588833612773e-06,0.001,23,p41641
a1156,26,0.007071067776566521,4.641588833612773e-06,0.001,23,p41642
a1156,27,0.007071067776566521,4.641588833612773e-06,0.001,23,p41643
a1156,28,0.007071067776566521,4.641588833612773e-06,0.001,23,p41644
a1156,29,0.007071067776566521,4.641588833612773e-06,0.001,23,p41645
a1156,30,0.007071067776566521,4.641588833612773e-06,0.001,23,p41646
a1156,31,0.007071067776566521,4.641588833612773e-06,0.001,23,p41647
a1156,32,0.007071067776566521,4.641588833612773e-06,0.001,23,p41648
a1156,33,0.007071067776566521,4.641588833612773e-06,0.001,23,p41649
a1156,34,0.007071067776566521,4.641588833612773e-06,0.001,23,p41650
a1156,35,0.007071067776566521,4.641588833612773e-06,0.001,23,p41651
a1157,0,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41652
a1157,1,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41653
a1157,2,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41654
a1157,3,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41655
a1157,4,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41656
a1157,5,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41657
a1157,6,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41658
a1157,7,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41659
a1157,8,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41660
a1157,9,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41661
a1157,10,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41662
a1157,11,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41663
a1157,12,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41664
a1157,13,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41665
a1157,14,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41666
a1157,15,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41667
a1157,16,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41668
a1157,17,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41669
a1157,18,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41670
a1157,19,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41671
a1157,20,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41672
a1157,21,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41673
a1157,22,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41674
a1157,23,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41675
a1157,24,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41676
a1157,25,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41677
a1157,26,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41678
a1157,27,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41679
a1157,28,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41680
a1157,29,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41681
a1157,30,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41682
a1157,31,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41683
a1157,32,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41684
a1157,33,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41685
a1157,34,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41686
a1157,35,0.007071067776566521,4.641588833612773e-06,0.004641588833612773,23,p41687
a1158,0,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41688
a1158,1,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41689
a1158,2,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41690
a1158,3,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41691
a1158,4,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41692
a1158,5,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41693
a1158,6,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41694
a1158,7,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41695
a1158,8,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41696
a1158,9,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41697
a1158,10,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41698
a1158,11,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41699
a1158,12,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41700
a1158,13,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41701
a1158,14,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41702
a1158,15,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41703
a1158,16,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41704
a1158,17,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41705
a1158,18,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41706
a1158,19,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41707
a1158,20,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41708
a1158,21,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41709
a1158,22,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41710
a1158,23,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41711
a1158,24,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41712
a1158,25,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41713
a1158,26,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41714
a1158,27,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41715
a1158,28,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41716
a1158,29,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41717
a1158,30,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41718
a1158,31,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41719
a1158,32,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41720
a1158,33,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41721
a1158,34,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41722
a1158,35,0.007071067776566521,4.641588833612773e-06,0.021544346900318822,23,p41723
a1159,0,0.007071067776566521,4.641588833612773e-06,0.1,23,p41724
a1159,1,0.007071067776566521,4.641588833612773e-06,0.1,23,p41725
a1159,2,0.007071067776566521,4.641588833612773e-06,0.1,23,p41726
a1159,3,0.007071067776566521,4.641588833612773e-06,0.1,23,p41727
a1159,4,0.007071067776566521,4.641588833612773e-06,0.1,23,p41728
a1159,5,0.007071067776566521,4.641588833612773e-06,0.1,23,p41729
a1159,6,0.007071067776566521,4.641588833612773e-06,0.1,23,p41730
a1159,7,0.007071067776566521,4.641588833612773e-06,0.1,23,p41731
a1159,8,0.007071067776566521,4.641588833612773e-06,0.1,23,p41732
a1159,9,0.007071067776566521,4.641588833612773e-06,0.1,23,p41733
a1159,10,0.007071067776566521,4.641588833612773e-06,0.1,23,p41734
a1159,11,0.007071067776566521,4.641588833612773e-06,0.1,23,p41735
a1159,12,0.007071067776566521,4.641588833612773e-06,0.1,23,p41736
a1159,13,0.007071067776566521,4.641588833612773e-06,0.1,23,p41737
a1159,14,0.007071067776566521,4.641588833612773e-06,0.1,23,p41738
a1159,15,0.007071067776566521,4.641588833612773e-06,0.1,23,p41739
a1159,16,0.007071067776566521,4.641588833612773e-06,0.1,23,p41740
a1159,17,0.007071067776566521,4.641588833612773e-06,0.1,23,p41741
a1159,18,0.007071067776566521,4.641588833612773e-06,0.1,23,p41742
a1159,19,0.007071067776566521,4.641588833612773e-06,0.1,23,p41743
a1159,20,0.007071067776566521,4.641588833612773e-06,0.1,23,p41744
a1159,21,0.007071067776566521,4.641588833612773e-06,0.1,23,p41745
a1159,22,0.007071067776566521,4.641588833612773e-06,0.1,23,p41746
a1159,23,0.007071067776566521,4.641588833612773e-06,0.1,23,p41747
a1159,24,0.007071067776566521,4.641588833612773e-06,0.1,23,p41748
a1159,25,0.007071067776566521,4.641588833612773e-06,0.1,23,p41749
a1159,26,0.007071067776566521,4.641588833612773e-06,0.1,23,p41750
a1159,27,0.007071067776566521,4.641588833612773e-06,0.1,23,p41751
a1159,28,0.007071067776566521,4.641588833612773e-06,0.1,23,p41752
a1159,29,0.007071067776566521,4.641588833612773e-06,0.1,23,p41753
a1159,30,0.007071067776566521,4.641588833612773e-06,0.1,23,p41754
a1159,31,0.007071067776566521,4.641588833612773e-06,0.1,23,p41755
a1159,32,0.007071067776566521,4.641588833612773e-06,0.1,23,p41756
a1159,33,0.007071067776566521,4.641588833612773e-06,0.1,23,p41757
a1159,34,0.007071067776566521,4.641588833612773e-06,0.1,23,p41758
a1159,35,0.007071067776566521,4.641588833612773e-06,0.1,23,p41759
a1160,0,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41760
a1160,1,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41761
a1160,2,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41762
a1160,3,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41763
a1160,4,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41764
a1160,5,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41765
a1160,6,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41766
a1160,7,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41767
a1160,8,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41768
a1160,9,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41769
a1160,10,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41770
a1160,11,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41771
a1160,12,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41772
a1160,13,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41773
a1160,14,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41774
a1160,15,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41775
a1160,16,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41776
a1160,17,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41777
a1160,18,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41778
a1160,19,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41779
a1160,20,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41780
a1160,21,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41781
a1160,22,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41782
a1160,23,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41783
a1160,24,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41784
a1160,25,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41785
a1160,26,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41786
a1160,27,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41787
a1160,28,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41788
a1160,29,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41789
a1160,30,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41790
a1160,31,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41791
a1160,32,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41792
a1160,33,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41793
a1160,34,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41794
a1160,35,0.007071067776566521,9.999999999999999e-06,1e-07,21,p41795
a1161,0,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41796
a1161,1,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41797
a1161,2,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41798
a1161,3,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41799
a1161,4,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41800
a1161,5,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41801
a1161,6,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41802
a1161,7,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41803
a1161,8,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41804
a1161,9,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41805
a1161,10,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41806
a1161,11,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41807
a1161,12,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41808
a1161,13,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41809
a1161,14,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41810
a1161,15,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41811
a1161,16,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41812
a1161,17,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41813
a1161,18,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41814
a1161,19,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41815
a1161,20,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41816
a1161,21,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41817
a1161,22,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41818
a1161,23,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41819
a1161,24,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41820
a1161,25,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41821
a1161,26,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41822
a1161,27,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41823
a1161,28,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41824
a1161,29,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41825
a1161,30,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41826
a1161,31,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41827
a1161,32,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41828
a1161,33,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41829
a1161,34,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41830
a1161,35,0.007071067776566521,9.999999999999999e-06,4.641588833612782e-07,21,p41831
a1162,0,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41832
a1162,1,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41833
a1162,2,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41834
a1162,3,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41835
a1162,4,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41836
a1162,5,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41837
a1162,6,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41838
a1162,7,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41839
a1162,8,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41840
a1162,9,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41841
a1162,10,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41842
a1162,11,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41843
a1162,12,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41844
a1162,13,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41845
a1162,14,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41846
a1162,15,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41847
a1162,16,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41848
a1162,17,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41849
a1162,18,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41850
a1162,19,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41851
a1162,20,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41852
a1162,21,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41853
a1162,22,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41854
a1162,23,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41855
a1162,24,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41856
a1162,25,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41857
a1162,26,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41858
a1162,27,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41859
a1162,28,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41860
a1162,29,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41861
a1162,30,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41862
a1162,31,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41863
a1162,32,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41864
a1162,33,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41865
a1162,34,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41866
a1162,35,0.007071067776566521,9.999999999999999e-06,2.1544346900318822e-06,21,p41867
a1163,0,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41868
a1163,1,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41869
a1163,2,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41870
a1163,3,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41871
a1163,4,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41872
a1163,5,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41873
a1163,6,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41874
a1163,7,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41875
a1163,8,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41876
a1163,9,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41877
a1163,10,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41878
a1163,11,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41879
a1163,12,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41880
a1163,13,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41881
a1163,14,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41882
a1163,15,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41883
a1163,16,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41884
a1163,17,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41885
a1163,18,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41886
a1163,19,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41887
a1163,20,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41888
a1163,21,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41889
a1163,22,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41890
a1163,23,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41891
a1163,24,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41892
a1163,25,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41893
a1163,26,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41894
a1163,27,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41895
a1163,28,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41896
a1163,29,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41897
a1163,30,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41898
a1163,31,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41899
a1163,32,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41900
a1163,33,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41901
a1163,34,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41902
a1163,35,0.007071067776566521,9.999999999999999e-06,9.999999999999999e-06,21,p41903
a1164,0,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41904
a1164,1,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41905
a1164,2,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41906
a1164,3,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41907
a1164,4,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41908
a1164,5,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41909
a1164,6,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41910
a1164,7,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41911
a1164,8,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41912
a1164,9,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41913
a1164,10,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41914
a1164,11,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41915
a1164,12,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41916
a1164,13,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41917
a1164,14,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41918
a1164,15,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41919
a1164,16,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41920
a1164,17,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41921
a1164,18,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41922
a1164,19,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41923
a1164,20,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41924
a1164,21,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41925
a1164,22,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41926
a1164,23,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41927
a1164,24,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41928
a1164,25,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41929
a1164,26,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41930
a1164,27,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41931
a1164,28,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41932
a1164,29,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41933
a1164,30,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41934
a1164,31,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41935
a1164,32,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41936
a1164,33,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41937
a1164,34,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41938
a1164,35,0.007071067776566521,9.999999999999999e-06,4.641588833612772e-05,21,p41939
a1165,0,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41940
a1165,1,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41941
a1165,2,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41942
a1165,3,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41943
a1165,4,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41944
a1165,5,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41945
a1165,6,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41946
a1165,7,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41947
a1165,8,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41948
a1165,9,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41949
a1165,10,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41950
a1165,11,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41951
a1165,12,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41952
a1165,13,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41953
a1165,14,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41954
a1165,15,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41955
a1165,16,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41956
a1165,17,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41957
a1165,18,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41958
a1165,19,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41959
a1165,20,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41960
a1165,21,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41961
a1165,22,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41962
a1165,23,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41963
a1165,24,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41964
a1165,25,0.007071067776566521,9.999999999999999e-06,0.00021544346900318823,21,p41965
