assay,rep,monosome_fitness,monosome_rate,revert_rate,n_gen,pop_id
a1040,15,0.001,2.1544346900318822e-06,1e-07,24,p37455
a1040,16,0.001,2.1544346900318822e-06,1e-07,24,p37456
a1040,17,0.001,2.1544346900318822e-06,1e-07,24,p37457
a1040,18,0.001,2.1544346900318822e-06,1e-07,24,p37458
a1040,19,0.001,2.1544346900318822e-06,1e-07,24,p37459
a1040,20,0.001,2.1544346900318822e-06,1e-07,24,p37460
a1040,21,0.001,2.1544346900318822e-06,1e-07,24,p37461
a1040,22,0.001,2.1544346900318822e-06,1e-07,24,p37462
a1040,23,0.001,2.1544346900318822e-06,1e-07,24,p37463
a1040,24,0.001,2.1544346900318822e-06,1e-07,24,p37464
a1040,25,0.001,2.1544346900318822e-06,1e-07,24,p37465
a1040,26,0.001,2.1544346900318822e-06,1e-07,24,p37466
a1040,27,0.001,2.1544346900318822e-06,1e-07,24,p37467
a1040,28,0.001,2.1544346900318822e-06,1e-07,24,p37468
a1040,29,0.001,2.1544346900318822e-06,1e-07,24,p37469
a1040,30,0.001,2.1544346900318822e-06,1e-07,24,p37470
a1040,31,0.001,2.1544346900318822e-06,1e-07,24,p37471
a1040,32,0.001,2.1544346900318822e-06,1e-07,24,p37472
a1040,33,0.001,2.1544346900318822e-06,1e-07,24,p37473
a1040,34,0.001,2.1544346900318822e-06,1e-07,24,p37474
a1040,35,0.001,2.1544346900318822e-06,1e-07,24,p37475
a1041,0,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37476
a1041,1,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37477
a1041,2,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37478
a1041,3,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37479
a1041,4,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37480
a1041,5,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37481
a1041,6,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37482
a1041,7,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37483
a1041,8,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37484
a1041,9,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37485
a1041,10,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37486
a1041,11,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37487
a1041,12,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37488
a1041,13,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37489
a1041,14,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37490
a1041,15,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37491
a1041,16,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37492
a1041,17,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37493
a1041,18,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37494
a1041,19,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37495
a1041,20,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37496
a1041,21,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37497
a1041,22,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37498
a1041,23,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37499
a1041,24,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37500
a1041,25,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37501
a1041,26,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37502
a1041,27,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37503
a1041,28,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37504
a1041,29,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37505
a1041,30,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37506
a1041,31,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37507
a1041,32,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37508
a1041,33,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37509
a1041,34,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37510
a1041,35,0.001,2.1544346900318822e-06,4.641588833612782e-07,24,p37511
a1042,0,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37512
a1042,1,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37513
a1042,2,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37514
a1042,3,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37515
a1042,4,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37516
a1042,5,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37517
a1042,6,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37518
a1042,7,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37519
a1042,8,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37520
a1042,9,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37521
a1042,10,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37522
a1042,11,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37523
a1042,12,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37524
a1042,13,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37525
a1042,14,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37526
a1042,15,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37527
a1042,16,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37528
a1042,17,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37529
a1042,18,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37530
a1042,19,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37531
a1042,20,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37532
a1042,21,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37533
a1042,22,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37534
a1042,23,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37535
a1042,24,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37536
a1042,25,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37537
a1042,26,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37538
a1042,27,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37539
a1042,28,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37540
a1042,29,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37541
a1042,30,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37542
a1042,31,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37543
a1042,32,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37544
a1042,33,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37545
a1042,34,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37546
a1042,35,0.001,2.1544346900318822e-06,2.1544346900318822e-06,24,p37547
a1043,0,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37548
a1043,1,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37549
a1043,2,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37550
a1043,3,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37551
a1043,4,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37552
a1043,5,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37553
a1043,6,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37554
a1043,7,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37555
a1043,8,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37556
a1043,9,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37557
a1043,10,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37558
a1043,11,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37559
a1043,12,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37560
a1043,13,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37561
a1043,14,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37562
a1043,15,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37563
a1043,16,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37564
a1043,17,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37565
a1043,18,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37566
a1043,19,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37567
a1043,20,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37568
a1043,21,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37569
a1043,22,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37570
a1043,23,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37571
a1043,24,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37572
a1043,25,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37573
a1043,26,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37574
a1043,27,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37575
a1043,28,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37576
a1043,29,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37577
a1043,30,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37578
a1043,31,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37579
a1043,32,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37580
a1043,33,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37581
a1043,34,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37582
a1043,35,0.001,2.1544346900318822e-06,9.999999999999999e-06,24,p37583
a1044,0,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37584
a1044,1,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37585
a1044,2,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37586
a1044,3,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37587
a1044,4,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37588
a1044,5,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37589
a1044,6,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37590
a1044,7,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37591
a1044,8,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37592
a1044,9,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37593
a1044,10,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37594
a1044,11,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37595
a1044,12,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37596
a1044,13,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37597
a1044,14,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37598
a1044,15,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37599
a1044,16,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37600
a1044,17,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37601
a1044,18,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37602
a1044,19,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37603
a1044,20,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37604
a1044,21,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37605
a1044,22,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37606
a1044,23,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37607
a1044,24,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37608
a1044,25,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37609
a1044,26,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37610
a1044,27,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37611
a1044,28,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37612
a1044,29,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37613
a1044,30,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37614
a1044,31,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37615
a1044,32,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37616
a1044,33,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37617
a1044,34,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37618
a1044,35,0.001,2.1544346900318822e-06,4.641588833612772e-05,24,p37619
a1045,0,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37620
a1045,1,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37621
a1045,2,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37622
a1045,3,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37623
a1045,4,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37624
a1045,5,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37625
a1045,6,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37626
a1045,7,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37627
a1045,8,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37628
a1045,9,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37629
a1045,10,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37630
a1045,11,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37631
a1045,12,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37632
a1045,13,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37633
a1045,14,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37634
a1045,15,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37635
a1045,16,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37636
a1045,17,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37637
a1045,18,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37638
a1045,19,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37639
a1045,20,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37640
a1045,21,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37641
a1045,22,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37642
a1045,23,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37643
a1045,24,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37644
a1045,25,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37645
a1045,26,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37646
a1045,27,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37647
a1045,28,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37648
a1045,29,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37649
a1045,30,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37650
a1045,31,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37651
a1045,32,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37652
a1045,33,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37653
a1045,34,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37654
a1045,35,0.001,2.1544346900318822e-06,0.00021544346900318823,24,p37655
a1046,0,0.001,2.1544346900318822e-06,0.001,24,p37656
a1046,1,0.001,2.1544346900318822e-06,0.001,24,p37657
a1046,2,0.001,2.1544346900318822e-06,0.001,24,p37658
a1046,3,0.001,2.1544346900318822e-06,0.001,24,p37659
a1046,4,0.001,2.1544346900318822e-06,0.001,24,p37660
a1046,5,0.001,2.1544346900318822e-06,0.001,24,p37661
a1046,6,0.001,2.1544346900318822e-06,0.001,24,p37662
a1046,7,0.001,2.1544346900318822e-06,0.001,24,p37663
a1046,8,0.001,2.1544346900318822e-06,0.001,24,p37664
a1046,9,0.001,2.1544346900318822e-06,0.001,24,p37665
a1046,10,0.001,2.1544346900318822e-06,0.001,24,p37666
a1046,11,0.001,2.1544346900318822e-06,0.001,24,p37667
a1046,12,0.001,2.1544346900318822e-06,0.001,24,p37668
a1046,13,0.001,2.1544346900318822e-06,0.001,24,p37669
a1046,14,0.001,2.1544346900318822e-06,0.001,24,p37670
a1046,15,0.001,2.1544346900318822e-06,0.001,24,p37671
a1046,16,0.001,2.1544346900318822e-06,0.001,24,p37672
a1046,17,0.001,2.1544346900318822e-06,0.001,24,p37673
a1046,18,0.001,2.1544346900318822e-06,0.001,24,p37674
a1046,19,0.001,2.1544346900318822e-06,0.001,24,p37675
a1046,20,0.001,2.1544346900318822e-06,0.001,24,p37676
a1046,21,0.001,2.1544346900318822e-06,0.001,24,p37677
a1046,22,0.001,2.1544346900318822e-06,0.001,24,p37678
a1046,23,0.001,2.1544346900318822e-06,0.001,24,p37679
a1046,24,0.001,2.1544346900318822e-06,0.001,24,p37680
a1046,25,0.001,2.1544346900318822e-06,0.001,24,p37681
a1046,26,0.001,2.1544346900318822e-06,0.001,24,p37682
a1046,27,0.001,2.1544346900318822e-06,0.001,24,p37683
a1046,28,0.001,2.1544346900318822e-06,0.001,24,p37684
a1046,29,0.001,2.1544346900318822e-06,0.001,24,p37685
a1046,30,0.001,2.1544346900318822e-06,0.001,24,p37686
a1046,31,0.001,2.1544346900318822e-06,0.001,24,p37687
a1046,32,0.001,2.1544346900318822e-06,0.001,24,p37688
a1046,33,0.001,2.1544346900318822e-06,0.001,24,p37689
a1046,34,0.001,2.1544346900318822e-06,0.001,24,p37690
a1046,35,0.001,2.1544346900318822e-06,0.001,24,p37691
a1047,0,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37692
a1047,1,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37693
a1047,2,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37694
a1047,3,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37695
a1047,4,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37696
a1047,5,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37697
a1047,6,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37698
a1047,7,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37699
a1047,8,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37700
a1047,9,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37701
a1047,10,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37702
a1047,11,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37703
a1047,12,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37704
a1047,13,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37705
a1047,14,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37706
a1047,15,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37707
a1047,16,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37708
a1047,17,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37709
a1047,18,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37710
a1047,19,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37711
a1047,20,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37712
a1047,21,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37713
a1047,22,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37714
a1047,23,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37715
a1047,24,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37716
a1047,25,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37717
a1047,26,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37718
a1047,27,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37719
a1047,28,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37720
a1047,29,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37721
a1047,30,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37722
a1047,31,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37723
a1047,32,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37724
a1047,33,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37725
a1047,34,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37726
a1047,35,0.001,2.1544346900318822e-06,0.004641588833612773,24,p37727
a1048,0,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37728
a1048,1,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37729
a1048,2,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37730
a1048,3,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37731
a1048,4,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37732
a1048,5,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37733
a1048,6,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37734
a1048,7,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37735
a1048,8,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37736
a1048,9,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37737
a1048,10,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37738
a1048,11,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37739
a1048,12,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37740
a1048,13,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37741
a1048,14,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37742
a1048,15,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37743
a1048,16,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37744
a1048,17,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37745
a1048,18,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37746
a1048,19,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37747
a1048,20,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37748
a1048,21,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37749
a1048,22,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37750
a1048,23,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37751
a1048,24,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37752
a1048,25,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37753
a1048,26,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37754
a1048,27,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37755
a1048,28,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37756
a1048,29,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37757
a1048,30,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37758
a1048,31,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37759
a1048,32,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37760
a1048,33,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37761
a1048,34,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37762
a1048,35,0.001,2.1544346900318822e-06,0.021544346900318822,24,p37763
a1049,0,0.001,2.1544346900318822e-06,0.1,24,p37764
a1049,1,0.001,2.1544346900318822e-06,0.1,24,p37765
a1049,2,0.001,2.1544346900318822e-06,0.1,24,p37766
a1049,3,0.001,2.1544346900318822e-06,0.1,24,p37767
a1049,4,0.001,2.1544346900318822e-06,0.1,24,p37768
a1049,5,0.001,2.1544346900318822e-06,0.1,24,p37769
a1049,6,0.001,2.1544346900318822e-06,0.1,24,p37770
a1049,7,0.001,2.1544346900318822e-06,0.1,24,p37771
a1049,8,0.001,2.1544346900318822e-06,0.1,24,p37772
a1049,9,0.001,2.1544346900318822e-06,0.1,24,p37773
a1049,10,0.001,2.1544346900318822e-06,0.1,24,p37774
a1049,11,0.001,2.1544346900318822e-06,0.1,24,p37775
a1049,12,0.001,2.1544346900318822e-06,0.1,24,p37776
a1049,13,0.001,2.1544346900318822e-06,0.1,24,p37777
a1049,14,0.001,2.1544346900318822e-06,0.1,24,p37778
a1049,15,0.001,2.1544346900318822e-06,0.1,24,p37779
a1049,16,0.001,2.1544346900318822e-06,0.1,24,p37780
a1049,17,0.001,2.1544346900318822e-06,0.1,24,p37781
a1049,18,0.001,2.1544346900318822e-06,0.1,24,p37782
a1049,19,0.001,2.1544346900318822e-06,0.1,24,p37783
a1049,20,0.001,2.1544346900318822e-06,0.1,24,p37784
a1049,21,0.001,2.1544346900318822e-06,0.1,24,p37785
a1049,22,0.001,2.1544346900318822e-06,0.1,24,p37786
a1049,23,0.001,2.1544346900318822e-06,0.1,24,p37787
a1049,24,0.001,2.1544346900318822e-06,0.1,24,p37788
a1049,25,0.001,2.1544346900318822e-06,0.1,24,p37789
a1049,26,0.001,2.1544346900318822e-06,0.1,24,p37790
